Fecha y hora,Vehiculo,Edad,Sexo,Tipo de Siniestro,Otro vehiculo,Lugar del Siniestro
30/09/2012 19:00,BICICLETA,71,M,COLISION ENTRE VEHICULOS,OMNIBUS,"CON. CARRASCO Y CORONEL GRA„A, CANELONES"
1/10/12 13:20,MOTO,60,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA 8 KM. 237, LAVALLEJA"
2/10/12 7:30,CAMIONETA,34,M,DESPISTE,,"RUTA 10 KM. 116, MALDONADO"
2/10/12 7:30,CAMIONETA,41,M,DESPISTE,,"RUTA 10 KM. 116, MALDONADO"
6/10/12 5:37,MOTO,21,M,COLISION ENTRE VEHICULOS,CAMION,"DIECIOCHO DE JULIO esq. TREINTA Y TRES, SORIANO"
6/10/12 7:00,MOTO,23,M,COLISION ENTRE VEHICULOS,AUTO,"AVENIDA ITALIA esq. GENERAL LAS HERAS, MONTEVIDEO"
8/10/12 8:35,AUTO,57,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA INTERBALNEARIA KM. 48, CANELONES"
8/10/12 17:50,MOTO,25,M,COLISION ENTRE VEHICULOS,CAMIONETA,"RAMBLA ARMENIA esq. TOMAS BASA„EZ, MONTEVIDEO"
10/10/12 8:00,PEATON,42,F,ATROPELLO DE PEATON,CAMIONETA,"RAMBLA DE LAS AMERICAS Y AV. GONZALEZ MORENO, ROCHA"
12/10/12 1:50,CAMIONETA,Sin Dato,M,COLISION ENTRE VEHICULOS,CAMION,"RUTA 7 KM. 212, TREINTA Y TRES"
12/10/12 3:30,AUTO,39,M,DESPISTE,,"BATLLE Y ORDO„EZ Y CARLOS REYLES, SALTO"
13/10/2012 00:30,MOTO,30,M,DESPISTE,,"GENERAL ARTIGAS esq. VALENTIN GOMEZ, CANELONES"
14/10/2012 13:48,MOTO,25,M,COLISION ENTRE VEHICULOS,AUTO,"CALLE 24 Y 28, MALDONADO"
14/10/2012 15:00,AUTO,33,M,DESPISTE,,"Camino del  Paraje Cerro de los Rocha, ROCHA"
15/10/2012 10:35,PEATON,92,F,ATROPELLO DE PEATON,CAMIONETA,"BATALLA DEL CERRITO esq. VENANCIO BENAVIDEZ, MALDONADO"
15/10/2012 11:40,MOTO,82,M,CAIDA,,"AV. BARBIERI Y JUNCAL, SALTO"
17/10/2012 06:20,MOTO,17,M,COLISION ENTRE VEHICULOS,MOTO,"SARANDI esq. LEOPOLDO FUICA, COLONIA"
18/10/2012 06:00,MOTO,Sin Dato,M,COLISION ENTRE VEHICULOS,MOTO,"CAMINO MALDONADO Nro. 5150 esq. AREGUATI, MONTEVIDEO"
19/10/2012 05:10,MOTO,39,M,COLISION ENTRE VEHICULOS,CAMION,"RUTA 5 KM. 89, FLORIDA"
19/10/2012 21:50,MOTO,48,M,COLISION ENTRE VEHICULOS,CAMION,"RUTA 9 KM. 228 , ROCHA"
20/10/2012 07:30,PEATON,62,M,ATROPELLO DE PEATON,MOTO,"AVENIDA DOCTOR CARLOS MARIA RAMIREZ esq. JOSE CASTRO, MONTEVIDEO"
21/10/2012 06:00,AUTO,29,M,CAIDA,-,"CARLOS VLAHUSSICH, COLONIA"
21/10/2012 13:20,MOTO,55,M,CAIDA,-,"RUTA INTERBALNEARIA KM 116, MALDONADO"
21/10/2012 18:10,PEATON,79,M,ATROPELLO DE PEATON,AUTO,"AVENIDA RAMON BENZANO esq. AVENIDA DOCTOR FEDERICO VIDIELLA, MONTEVIDEO"
23/10/2012 12:05,AUTO,51,M,DESPISTE,,"RUTA 8 KM. 318, TREINTA Y TRES"
23/10/2012 15:50,MOTO,32,F,COLISION ENTRE VEHICULOS,CAMION,"PEREGRINA BALBOA esq. PIEDRAS, ROCHA"
27/10/2012 03:40,MOTO,25,M,CAIDA,,"OFICIAL UNO, COLONIA"
27/10/2012 07:40,MOTO,27,F,COLISION ENTRE VEHICULOS,AUTO,"AVENIDA COSTANERA esq. MIAMI, CANELONES"
27/10/2012 17:30,MOTO,70,M,COLISION ENTRE VEHICULOS,CAMIONETA,"AVENIDA DOCTOR LUIS ALBERTO DE HERRERA esq. CANELONES, SAN JOSE"
27/10/2012 20:00,AUTO,Sin Dato,M,DESPISTE,," Ruta 28 al Este, RIVERA"
28/10/2012 16:00,MOTO,22,F,COLISION ENTRE VEHICULOS,CAMIONETA,"JULIO DELGADO Y BELLA VISTA, SALTO"
28/10/2012 17:50,MOTO,32,M,CAIDA,,"GENERAL FRUCTUOSO RIVERA esq. ABAYUBA, RIO NEGRO"
29/10/2012 14:40,MOTO,48,F,COLISION ENTRE VEHICULOS,CAMION,"RUTA OCHO Nro. KM 22, MONTEVIDEO"
30/10/2012 20:45,AUTO,56,M,COLISION ENTRE VEHICULOS,CAMIONETA,"RUTA 8 KM 20, MONTEVIDEO"
30/10/2012 20:45,AUTO,56,F,COLISION ENTRE VEHICULOS,CAMIONETA,"RUTA 8 KM 20, MONTEVIDEO"
31/10/2012 15:50,CAMIONETA,4,F,CAIDA,,"ITUZAINGO Y O. LANZA, SALTO"
4/11/12 0:30,MOTO,29,M,COLISION ENTRE VEHICULOS,AUTO,"JOSE BATLLE Y ORDO„EZ esq. LAS ROSAS, COLONIA"
4/11/12 4:30,MOTO,Sin Dato,M,DESPISTE,,"RUTA 9 KM. 258 , ROCHA"
4/11/12 20:45,BICICLETA,64,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA 6 KM. 32, CANELONES"
4/11/12 21:15,MOTO,44,M,COLISION ENTRE VEHICULOS,CAMIONETA,"RUTA 11 KM. 133, CANELONES"
5/11/12 4:30,PEATON,33,M,ATROPELLO DE PEATON,,"RUTA 39 KM 59, MALDONADO"
6/11/12 22:40,MOTO,19,M,COLISION ENTRE VEHICULOS,AUTO,"NUEVA PALMIRA Y BR. ARTIGAS, MONTEVIDEO"
7/11/12 7:45,AUTO,46,M,COLISION ENTRE VEHICULOS,CAMION,"C. NACIONAL DE LA CUCHILLA DE HAEDO, RIVERA"
7/11/12 12:00,PEATON,Sin Dato,M,ATROPELLO DE PEATON,CAMIONETA,"MAZZINI esq. ATANASIO SIERRA, CANELONES"
8/11/12 9:00,PEATON,44,F,ATROPELLO DE PEATON,MOTO,"JUAN H. PAIVA esq. YATAY, SALTO"
10/11/12 4:35,MOTO,22,M,COLISION ENTRE VEHICULOS,CAMION,"ATILIO FERRANDIS esq. TREINTA Y TRES, ARTIGAS"
11/11/12 6:05,MOTO,18,M,COLISION ENTRE VEHICULOS,CAMIONETA,"AVENIDA PASCUAL HARRIAGUE esq. DOCTOR WASHINGTON BELTRAN, SALTO"
12/11/12 11:20,CAMIONETA,76,F,ATROPELLO DE PEATON,,"Miguelete y Juan Paullier, MONTEVIDEO"
12/11/12 14:20,AUTO,76,M,DESPISTE,,"RUTA 3 KM. 365, PAYSANDU"
12/11/12 18:20,MOTO,25,F,DESPISTE,,"PEDRO GIRALT esq. GROENLANDIA, MONTEVIDEO"
14/11/2012 18:30,PEATON,14,M,ATROPELLO DE PEATON,AUTO,"RUTA 5 KM. 317, TACUAREMBî"
14/11/2012 19:00,AUTO,51,F,COLISION CON OBSTACULO,,"RUTA 26 KM. 148, PAYSANDU"
16/11/2012 12:50,CAMIONETA,63,M,COLISION ENTRE VEHICULOS,MOTO,"RIO DE JANEIRO esq. CENTRO AMERICA, MONTEVIDEO"
16/11/2012 17:40,MOTO,37,F,COLISION ENTRE VEHICULOS,MOTO,"LA CARRETA ESQ. IDEARIO ARTIGUISTA, MONTEVIDEO"
18/11/2012 03:20,MOTO,22,M,CAIDA,,"RUTA 7, CANELONES"
18/11/2012 10:00,AUTO,21,M,DESPISTE,,"RUTA 8 KM. 234, LAVALLEJA"
18/11/2012 10:00,AUTO,28,M,DESPISTE,,"RUTA 8 KM. 234, LAVALLEJA"
21/11/2012 14:00,MOTO,23,M,COLISION ENTRE VEHICULOS,CAMION,"25 DE AGOSTO Y CAL, MALDONADO"
22/11/2012 09:00,CAMION,37,M,CAIDA,,"KM 114 de Ruta N¡1, COLONIA"
22/11/2012 16:00,MOTO,18,M,COLISION ENTRE VEHICULOS,AUTO,"Ruta N¡ 3 KM 626, ARTIGAS"
24/11/2012 06:50,CAMION,34,M,COLISION ENTRE VEHICULOS,CAMION,"Zona de Manatiales, MALDONADO"
24/11/2012 23:05,MOTO,17,M,COLISION ENTRE VEHICULOS,MOTO,"RUTA 6 KM 202, DURAZNO"
25/11/2012 01:55,MOTO,26,M,CAIDA,,"GENERAL ARTIGAS, CANELONES"
25/11/2012 22:30,MOTO,37,M,CAIDA,,"Av Manuel de Rodriguez casi HAITê, SAN JOSE"
26/11/2012 12:55,MOTO,20,F,COLISION ENTRE VEHICULOS,CAMIONETA,"SANTA EEGINA, COLONIA"
26/11/2012 17:00,MOTO,28,M,COLISION ENTRE VEHICULOS,CAMION,"NOVARA Nro. 3599 esq. MODENA, MONTEVIDEO"
28/11/2012 08:30,AUTO,85,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA 3 KM. 71500, SAN JOSE"
28/11/2012 16:40,AUTO,56,M,DESPISTE,,"RUTA 8 KM. 137, LAVALLEJA"
1/12/12 15:00,CAMIONETA,51,F,DESPISTE,,"RUTA 6 KM. 70, CANELONES"
1/12/12 16:30,MOTO,27,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA 11 KM 100.500, CANELONES"
2/12/12 2:15,MOTO,16,M,DESPISTE,,"COSTANERA SUR, SALTO"
2/12/12 2:30,MOTO,40,M,DESPISTE,,"PAUL HARRIS Y REP. ARGENTINA, RIVERA"
3/12/12 17:00,CAMIONETA,23,M,COLISION ENTRE VEHICULOS,OMNIBUS,"RUTA 101 KM 26.400, CANELONES"
3/12/12 21:45,MOTO,17,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA INTERBALNEARIA KM 27.500 esq. AVENIDA C --COLINAS DE SOLYMAR--, CANELONES"
5/12/12 13:55,AUTO,85,M,COLISION ENTRE VEHICULOS,AUTO,"AVENIDA AGRACIADA Nro. 4199 esq. JULIAN ALVAREZ, MONTEVIDEO"
6/12/12 10:45,PEATON,79,M,ATROPELLO DE PEATON,AUTO,"AVENIDA URUGUAY --EL PINAR-- esq. MAR MEDITERRANEO, CANELONES"
7/12/12 19:30,MOTO,26,M,COLISION ENTRE VEHICULOS,OMNIBUS,"PADRE JUAN BONMESADRI Nro. 2027 esq. ANDRES, MONTEVIDEO"
7/12/12 21:30,MOTO,45,M,COLISION ENTRE VEHICULOS,AUTO,"ruta 5 puente nuevo, DURAZNO"
8/12/12 12:00,MOTO,39,M,COLISION ENTRE VEHICULOS,AUTO,"Continuaci—n Burdeos y Victor Hugo, MONTEVIDEO"
9/12/12 11:54,MOTO,36,F,COLISION ENTRE VEHICULOS,OMNIBUS,"AVENIDA DIECIOCHO DE JULIO esq. EJIDO, MONTEVIDEO"
9/12/12 20:30,CAMIONETA,56,M,DESPISTE,,"PASO DEL GORDO, CERRO LARGO"
10/12/12 7:00,MOTO,46,M,COLISION ENTRE VEHICULOS,AUTO,"18 DE JULIO Y SETEMBRINO PEREDA, PAYSANDU"
11/12/12 10:35,PEATON,Sin Dato,F,ATROPELLO DE PEATON,CAMION,"LAS PETUNIAS Y AVENIDA DE LA ALJABA, MONTEVIDEO"
11/12/12 21:15,PEATON,75,F,ATROPELLO DE PEATON,AUTO,"RUTA 8 KILOMETRO 23.500, CANELONES"
12/12/12 15:35,PEATON,5,M,ATROPELLO DE PEATON,CAMIONETA,"AV. GIANNATASIO Y AV. CENTRAL KM 27, CANELONES"
13/12/2012 11:15,PEATON,84,M,ATROPELLO DE PEATON,CAMIONETA,"COLONIA Y JUAN PAULLIER, MONTEVIDEO"
14/12/2012 09:17,PEATON,78,F,ATROPELLO DE PEATON,AUTO,"GINNATTASIO Y VENEZUELA, CANELONES"
14/12/2012 22:15,CAMIONETA,52,M,COLISION ENTRE VEHICULOS,CAMIONETA,"RUTA 90 KM 45, PAYSANDU"
14/12/2012 22:30,MOTO,Sin Dato,M,COLISION ENTRE VEHICULOS,MOTO,"CONSTITUCION Y MARCO DE LOS REYES, MALDONADO"
15/12/2012 00:00,MOTO,23,M,COLISION ENTRE VEHICULOS,OMNIBUS,"ARGERICH Y CAP. VILLADEMOROS, MONTEVIDEO"
15/12/2012 00:15,PEATON,58,M,ATROPELLO DE PEATON,CAMIONETA,"RUTA 5 KM 397, TACUAREMBî"
16/12/2012 02:00,MOTO,19,M,COLISION ENTRE VEHICULOS,CAMIONETA,"TREINTA Y TRES Y DEL PILAR, CERRO LARGO"
16/12/2012 06:50,MOTO,24,M,COLISION ENTRE VEHICULOS,OMNIBUS,"CAMINO LOS CEIBOS Y CAMINO LAVAGNA, MALDONADO"
16/12/2012 08:21,MOTO,23,F,CAIDA,-,"CARLOS MAGNONE Y ANSINA, SORIANO"
16/12/2012 18:50,AUTO,32,M,DESPISTE,-,"RUTA 43 KM 5, TACUAREMBî"
18/12/2012 00:00,BICICLETA,8,F,COLISION ENTRE VEHICULOS,CAMION,"RUTA 34 KM 41, CANELONES"
18/12/2012 18:00,MOTO,56,M,COLISION ENTRE VEHICULOS,CAMION,"GRAL. RIVERA Y DR. MORQUIO, SALTO"
18/12/2012 22:06,MOTO,40,M,COLISION ENTRE VEHICULOS,CARRO,"AL PASO DEL ANDALUZ ENTRE INSTRUCCIONES Y BELLONI, MONTEVIDEO"
19/12/2012 12:10,PEATON,83,M,ATROPELLO DE PEATON,CAMION,"FRUCTUOSO RIVERA AV. BRASIL , RIVERA"
19/12/2012 16:45,MOTO,25,F,COLISION ENTRE VEHICULOS,OMNIBUS,"RUTA 3 KM 610, ARTIGAS"
20/12/2012 07:00,AUTO,4,M,DESPISTE,-,"RUTA 26 KM 67700, CERRO LARGO"
20/12/2012 21:15,PEATON,63,M,ATROPELLO DE PEATON,CAMION,"RUTA INTERBALNEARIA KM 36, CANELONES"
21/12/2012 21:50,MOTO,62,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA 9 KM 142, MALDONADO"
22/12/2012 07:00,MOTO,51,M,COLISION ENTRE VEHICULOS,CAMIONETA,"CON. REPETTO Y AGUSTIN BISIO, MONTEVIDEO"
22/12/2012 08:55,MOTO,26,M,COLISION ENTRE VEHICULOS,MAQUINA VIAL,"RUTA 10 Y CALLE 10, MALDONADO"
23/12/2012 03:00,MOTO,23,M,CAIDA,-,"RUTA 26 KM 290, TACUAREMBî"
24/12/2012 19:55,PEATON,47,F,ATROPELLO DE PEATON,AUTO,"ACONCAGUA Y ALEJANDRO GALLINAL, MONTEVIDEO"
25/12/2012 08:00,AUTO,21,M,DESPISTE,-,"RUTA 14 KM. , FLORES"
25/12/2012 16:00,CAMIONETA,31,M,DESPISTE,-,"RUTA 101 KM. 17.900, CANELONES"
26/12/2012 10:30,PEATON,Sin Dato,M,ATROPELLO DE PEATON,MOTO,"RUTA 75 Y LORENZO CARNELLI, CANELONES"
27/12/2012 02:20,CAMIONETA,60,M,DESPISTE,-,"RUTA 8 KM 243, LAVALLEJA"
28/12/2012 05:25,AUTO,23,M,DESPISTE,-,"RUTA 74 Y CALLE SOLIS, CANELONES"
28/12/2012 09:00,AUTO,22,M,COLISION ENTRE VEHICULOS,CAMION,"RUTA 26 KM 148, PAYSANDU"
28/12/2012 09:00,AUTO,33,M,COLISION ENTRE VEHICULOS,CAMION,"RUTA 26 KM 148, PAYSANDU"
28/12/2012 09:05,MOTO,46,M,DESPISTE,-,"APARICIO SARAVIA Y VIVERO LAS LANADAS, MALDONADO"
30/12/2012 02:30,AUTO,43,M,COLISION ENTRE VEHICULOS,CAMIONETA,"RUTA 8 KM 62, CANELONES"
30/12/2012 07:10,MOTO,40,M,COLISION CON OBSTACULO,-,"PABLO RIOS Y LARRA„AGA, TACUAREMBî"
31/12/2012 02:15,MOTO,16,M,COLISION ENTRE VEHICULOS,MOTO,"RUTA 14 Y BY PASS, DURAZNO"
31/12/2012 06:15,MOTO,30,M,CAIDA,-,"RUTA 90 KM 54, PAYSANDU"
31/12/2012 22:30,PEATON,37,F,ATROPELLO DE PEATON,AUTO,"RUTA INTERBALNEARIA KM 64, CANELONES"
