Fecha y hora,Vehiculo,Edad,Sexo,Tipo de Siniestro,Otro vehiculo,Lugar del Siniestro
20/04/2012 22:40,MOTO,19,M,COLISION ENTRE VEHICULOS,MOTO,"CAMINO PUEBLO LAS FLORES, RIVERA"
22/04/2012 19:10,AUTO,76,M,COLISION ENTRE VEHICULOS,CAMION,"Ruta 25, RIO NEGRO"
24/04/2012 22:45,MOTO,47,M,CAIDA,-,"AVENIDA GENERAL JOSE ARTIGAS, LAVALLEJA"
27/04/2012 11:30,AUTO,43,M,COLISION ENTRE VEHICULOS,CAMION,"RUTA 26 KM 379.5 , CERRO LARGO"
27/04/2012 14:20,MOTO,17,M,COLISION ENTRE VEHICULOS,CAMIONETA,"CAMINO CIBILS Nro. 6252 esq. DOCTOR CESAR CARLOS BIANCO, MONTEVIDEO"
27/04/2012 19:50,PEATON,17,F,ATROPELLO DE PEATON,AUTO,"CAMINO LA REDENCION  esq. CAMINO HAMILTON, MONTEVIDEO"
28/04/2012 02:27,MOTO,Sin Dato,M,COLISION ENTRE VEHICULOS,AUTO,"AVENIDA DOCTOR LUIS ALBERTO DE HERRERA Nro. 3952 esq. MARIANO SOLER, MONTEVIDEO"
28/04/2012 19:00,AUTO,49,M,DESPISTE,-,"RUTA INTERBALNEARIA esq. SIN NOMBRE, CANELONES"
30/04/2012 05:50,PEATON,80,M,ATROPELLO DE PEATON,MOTO,"AMORIN Y BRASIL, SALTO"
30/04/2012 06:20,MOTO,36,M,ATROPELLO DE ANIMALES,-,"RUTA 9 Y JOSE FRADE, MALDONADO"
30/04/2012 19:00,MOTO,22,M,COLISION ENTRE VEHICULOS,MOTO,"DE LA VIRGEN esq. AVENIDA PARIS, MALDONADO"
2/5/12 18:30,PEATON,78,M,ATROPELLO DE PEATON,AUTO,"RAMBLA O HIGGINS esq. DOCTOR ENRIQUE ESTRAZULAS, MONTEVIDEO"
3/5/12 11:30,PEATON,53,M,ATROPELLO DE PEATON,CAMIONETA,"LUIS ALBERTO DE HERRERA esq. SAN RAMON, CANELONES"
3/5/12 16:25,CAMIONETA,52,M,DESPISTE,-,"CAMINO MONGREL, CERRO LARGO"
4/5/12 4:55,MOTO,44,M,DESPISTE,-,"ZELMAR MICHELINI Y 25 DE MAYO, PAYSANDU"
4/5/12 18:55,PEATON,71,M,ATROPELLO DE PEATON,AUTO,"ENRIQUE GEORGE esq. BOULEVARD APARICIO SARAVIA, MONTEVIDEO"
5/5/12 6:00,PEATON,81,M,ATROPELLO DE PEATON,CAMION,"ATANASIO SIERRA , COLONIA"
5/5/12 17:50,MOTO,44,M,COLISION ENTRE VEHICULOS,CAMIONETA,"AVENIDA GENERAL FLORES esq. ALBERTO MENDEZ, COLONIA"
6/5/12 0:00,MOTO,22,M,CAIDA,-,"SIN NOMBRE , DURAZNO"
6/5/12 2:00,AUTO,44,F,DESPISTE,,"RUTA 30 KM. 184, ARTIGAS"
6/5/12 6:25,PEATON,17,M,ATROPELLO DE PEATON,CAMION,"VILLA HIPICA , FLORIDA"
7/5/12 13:10,PEATON,Sin Dato,F,ATROPELLO DE PEATON,CAMION,"DIECIOCHO DE JULIO esq. ORTIZ Y AYALA, TACUAREMBî"
7/5/12 20:00,CAMIONETA,73,M,DESPISTE,-,"RUTA 9 KM. 247, ROCHA"
7/5/12 23:30,MOTO,20,M,DESPISTE,-,"Celia Galarza de Sanchez, DURAZNO"
8/5/12 16:45,MOTO,55,M,COLISION ENTRE VEHICULOS,CAMION,"RUTA 7 KM. 81, CANELONES"
12/5/12 21:30,AUTO,47,M,DESPISTE,-,"RUTA SEIS , CANELONES"
13/05/2012 05:30,AUTO,27,M,DESPISTE,-,"SIN NOMBRE, TACUAREMBî"
13/05/2012 17:33,MOTO,72,M,CAIDA,-,"CONSEJAL ANDRES NAPPA, LAVALLEJA"
13/05/2012 22:40,MOTO,38,M,COLISION ENTRE VEHICULOS,CAMION,"RUTA 39 CANTERAS DE MARELLI, MALDONADO"
14/05/2012 21:30,MOTO,35,M,COLISION ENTRE VEHICULOS,AUTO,"CESAR MAYO GUTIERREZ esq. CAMINO ALDABALDE, CANELONES"
16/05/2012 13:15,CAMION,39,M,DESPISTE,-,"RUTA 8 KM. 232 , LAVALLEJA"
18/05/2012 06:45,BICICLETA,60,M,COLISION ENTRE VEHICULOS,CAMIONETA,"Sin Datos, RIO NEGRO"
20/05/2012 05:23,PEATON,28,F,ATROPELLO DE PEATON,AUTO,"INTENDENTE JUAN A. MALDONADO esq. J. L. MORALES ARRILLAGA, LAVALLEJA"
20/05/2012 09:40,MOTO,45,M,DESPISTE,-,"AVENIDA GENERAL FRUCTUOSO RIVERA, CANELONES"
20/05/2012 19:20,MOTO,36,F,COLISION ENTRE VEHICULOS,MOTO,"CAMINO LEONCIO LOPEZ  esq. CAMINO O HIGGINS, MONTEVIDEO"
21/05/2012 20:10,MOTO,53,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA INTERBALNEARIA, CANELONES"
22/05/2012 08:15,MOTO,28,F,COLISION ENTRE VEHICULOS,AUTO,"CAMINO PASO CALPINO  esq. CAMINO GENERAL OSVALDO RODRIGUEZ, MONTEVIDEO"
22/05/2012 08:30,PEATON,67,F,ATROPELLO DE PEATON,CAMION,"RAFAEL , MONTEVIDEO"
22/05/2012 08:47,PEATON,32,M,ATROPELLO DE PEATON,MOTO,"CAMINO CASTRO Nro. 449 esq. BERNARDO SUSVIELA, MONTEVIDEO"
22/05/2012 13:15,PEATON,60,M,ATROPELLO DE PEATON,MOTO,"AVENIDA AGRACIADA esq. GRITO DE ASENCIO, MONTEVIDEO"
23/05/2012 19:25,PEATON,Sin Dato,M,ATROPELLO DE PEATON,MOTO,"CAMINO CORONEL RAIZ esq. HUDSON, MONTEVIDEO"
25/05/2012 06:56,MOTO,71,M,CAIDA,-,"CALLE 60 , FLORIDA"
25/05/2012 08:00,CAMION,39,M,DESPISTE,-,"RUTA N_ 5 KM. 481 - PARAJE PARADA BARON , RIVERA"
25/05/2012 14:30,MOTO,Sin Dato,M,COLISION ENTRE VEHICULOS,CAMION,"BOULEVARD GENERAL ARTIGAS esq. VEINTIUNO DE SETIEMBRE, MONTEVIDEO"
26/05/2012 05:00,MOTO,32,M,COLISION ENTRE VEHICULOS,AUTO,"AVENIDA DIECIOCHO DE JULIO Nro. 1652 esq. MINAS, MONTEVIDEO"
26/05/2012 12:53,BICICLETA,62,M,COLISION ENTRE VEHICULOS,AUTO,"AVENIDA JOSE BELLONI esq. PREVISION, MONTEVIDEO"
26/05/2012 17:44,BICICLETA,68,M,COLISION ENTRE VEHICULOS,AUTO,"CHOPIN, CANELONES"
27/05/2012 06:00,MOTO,29,M,COLISION CON OBSTACULO,-,"AVENIDA SORIANO esq. DOCTOR JOSE VEROCAY, PAYSANDU"
27/05/2012 06:30,MOTO,20,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA 31 KM 6, SALTO"
27/05/2012 17:40,MOTO,24,M,CAIDA,-,"RUTA 1 VIEJA ESQ. FLORIDA, SAN JOSE"
28/05/2012 22:15,MOTO,72,M,COLISION ENTRE VEHICULOS,CAMION,"JUAN ORTIZ esq. GENERAL ARTIGAS, TACUAREMBî"
29/05/2012 18:45,MOTO,27,M,COLISION ENTRE VEHICULOS,CAMION,"CAMINO LA BALSA, COLONIA"
29/05/2012 20:00,MOTO,38,M,COLISION ENTRE VEHICULOS,AUTO,"CAMINO TENIENTE GALEANO esq. SIXTINA, MONTEVIDEO"
30/05/2012 17:30,OMNIBUS,66,F,COLISION ENTRE VEHICULOS,CAMION,"RUTA 1 esq. Eduardo Pascual, SAN JOSE"
31/05/2012 12:30,MOTO,75,M,COLISION ENTRE VEHICULOS,CAMION,"AVENIDA CARLOS MARIA RAMIREZ, ARTIGAS"
1/6/12 16:45,CAMION,41,M,COLISION ENTRE VEHICULOS,CAMIONETA,"Sin Datos, LAVALLEJA"
2/6/12 13:00,CAMIONETA,33,M,COLISION ENTRE VEHICULOS,CAMIONETA,"RUTA 3 KM. 440 , PAYSANDU"
2/6/12 13:45,PEATON,51,M,ATROPELLO DE PEATON,AUTO,"CAMINO VECINAL Y CA„ADA DE LOS LOROS , PAYSANDU"
2/6/12 15:00,BICICLETA,59,M,COLISION ENTRE VEHICULOS,CAMIONETA,"Sin Datos, CANELONES"
4/6/12 6:54,MOTO,30,F,COLISION ENTRE VEHICULOS,AUTO,"BOULEVARD ARTIGAS esq. DAMASO A. LARRA„AGA, PAYSANDU"
4/6/12 18:45,MOTO,19,F,COLISION ENTRE VEHICULOS,CAMIONETA,"RUTA INTERBALNEARIA KM. 47, CANELONES"
4/6/12 19:30,MOTO,19,F,COLISION ENTRE VEHICULOS,CAMION,"E. MARTINEZ MONEGAL esq. BRIGADIER GENERAL LAVALLEJA, CANELONES"
11/6/12 22:05,AUTO,59,M,DESPISTE,-,"RUTA 3 KM 298, RIO NEGRO"
12/6/12 10:00,MOTO,56,M,COLISION ENTRE VEHICULOS,CAMION,"AVENIDA PEREGRINA BALBOA esq. JUAN JOSE MOROSOLI, ROCHA"
13/06/2012 10:45,AUTO,31,F,DESPISTE,-,"RUTA 15 KM. 92, ROCHA"
13/06/2012 14:10,MOTO,57,F,COLISION ENTRE VEHICULOS,AUTO,"CAMINO LUIS EDUARDO PEREZ, MONTEVIDEO"
15/06/2012 19:10,MOTO,27,M,COLISION ENTRE VEHICULOS,BICICLETA,"RUTA 8 KM. 448, CERRO LARGO"
16/06/2012 16:30,MOTO,58,F,COLISION ENTRE VEHICULOS,AUTO,"HORACIO QUIROGA Y HERRERA Y REISSIG, FLORIDA"
16/06/2012 16:30,MOTO,60,M,COLISION ENTRE VEHICULOS,AUTO,"HORACIO QUIROGA Y HERRERA Y REISSIG, FLORIDA"
17/06/2012 01:20,MOTO,24,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA 11 KM. 73700, SAN JOSE"
20/06/2012 16:00,PEATON,72,M,ATROPELLO DE PEATON,CAMIONETA,"RUTA 5 KM. 384, TACUAREMBî"
22/06/2012 12:00,MOTO,56,M,COLISION ENTRE VEHICULOS,CARRO,"RAMBLA REPUBLICA DEL PERU esq. AVENIDA BRASIL, MONTEVIDEO"
22/06/2012 23:15,MOTO,24,M,COLISION ENTRE VEHICULOS,CAMION,"INDIANAPOLIS --EL PINAR NORTE-- esq. RUTA INTERBALNEARIA, CANELONES"
23/06/2012 06:24,CAMIONETA,17,M,COLISION ENTRE VEHICULOS,AUTO,"AGRACIADA, SORIANO"
23/06/2012 06:24,CAMIONETA,18,M,COLISION ENTRE VEHICULOS,AUTO,"AGRACIADA, SORIANO"
23/06/2012 06:24,CAMIONETA,18,M,COLISION ENTRE VEHICULOS,AUTO,"AGRACIADA, SORIANO"
23/06/2012 06:24,CAMIONETA,22,M,COLISION ENTRE VEHICULOS,AUTO,"AGRACIADA, SORIANO"
23/06/2012 06:24,AUTO,52,M,COLISION ENTRE VEHICULOS,CAMIONETA,"AGRACIADA, SORIANO"
23/06/2012 06:45,MOTO,19,M,COLISION ENTRE VEHICULOS,OMNIBUS,"JOSE DODERA esq. ARTURO CL SANTANA, MALDONADO"
24/06/2012 17:20,MOTO,52,M,COLISION ENTRE VEHICULOS,AUTO,"DOCTOR LUIS A. DE HERRERA , CANELONES"
25/06/2012 08:15,AUTO,23,M,DESPISTE,,"RAMBLA Y ZORRILLA DE SAN MARTIN, COLONIA"
25/06/2012 08:15,AUTO,36,M,DESPISTE,,"RAMBLA Y ZORRILLA DE SAN MARTIN, COLONIA"
26/06/2012 09:30,MOTO,14,M,COLISION ENTRE VEHICULOS,CAMION,"GENERAL ARTIGAS esq. CARLOS ROXLO, CANELONES"
26/06/2012 11:55,MOTO,53,M,COLISION ENTRE VEHICULOS,CAMIONETA,"AV. ARTIGAS Y AV. LUIS A. DE HERRERA, LAVALLEJA"
26/06/2012 17:35,AUTO,66,F,COLISION ENTRE VEHICULOS,AUTO,"CAGANCHA Nro. 2249 esq. CUFRE, MONTEVIDEO"
28/06/2012 00:50,MOTO,26,M,COLISION ENTRE VEHICULOS,CAMION,"GUEMES esq. JUAN JACOBO ROUSSEAU, MONTEVIDEO"
28/06/2012 00:50,MOTO,16,F,COLISION ENTRE VEHICULOS,CAMION,"GUEMES esq. JUAN JACOBO ROUSSEAU, MONTEVIDEO"
28/06/2012 17:05,CAMIONETA,29,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA 3 KM. 80, SAN JOSE"
28/06/2012 20:30,PEATON,72,M,ATROPELLO DE PEATON,CAMION,"AVENIDA DOCTOR F. MARTINEZ RODRIGUEZ esq. CHANA, ROCHA"
29/06/2012 06:56,PEATON,84,M,ATROPELLO DE PEATON,AUTO,"LARRA„AGA Y LONDRES, MONTEVIDEO"
29/06/2012 09:15,AUTO,64,F,COLISION ENTRE VEHICULOS,AUTO,"CAMINO ARRAYANES KM 5.8, MALDONADO"
29/06/2012 09:15,AUTO,68,F,COLISION ENTRE VEHICULOS,AUTO,"CAMINO ARRAYANES KM 5.8, MALDONADO"
29/06/2012 09:15,AUTO,35,F,COLISION ENTRE VEHICULOS,AUTO,"CAMINO ARRAYANES KM 5.8, MALDONADO"
29/06/2012 18:20,MOTO,23,M,COLISION ENTRE VEHICULOS,CAMION,"CAMINO CARRASCO Y FERREIRO, MONTEVIDEO"
29/06/2012 19:07,PEATON,84,M,ATROPELLO DE PEATON,CAMIONETA,"LAS HERAS Y TALCAHUANO, MONTEVIDEO"
29/06/2012 21:30,MOTO,19,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA, RIVERA"
30/06/2012 06:35,AUTO,35,M,COLISION ENTRE VEHICULOS,CAMION,"RUTA 5 KM 191, DURAZNO"
2/7/12 0:05,BICICLETA,16,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA 39 PROX A CYLSA, MALDONADO"
2/7/12 6:50,CAMIONETA,32,M,DESPISTE,,"RUTA 30 KM. 61, ARTIGAS"
2/7/12 6:55,MOTO,26,M,COLISION ENTRE VEHICULOS,CAMION,"DOCTOR ALEJANDRO GALLINAL Nro. 2149 esq. IGUA, MONTEVIDEO"
2/7/12 18:20,PEATON,72,F,ATROPELLO DE PEATON,MOTO,"BOULEVARD JOSE BATLLE Y ORDO„EZ esq. PASTOR, MONTEVIDEO"
2/7/12 18:55,PEATON,59,M,ATROPELLO DE PEATON,MOTO,"GARZON esq. RIO YI, MALDONADO"
6/7/12 20:05,AUTO,72,M,COLISION ENTRE VEHICULOS,AUTO,"AVENIDA DOROTEO GARCIA LAGOS esq. AVENIDA INGENIERO LUIS GIANNATTASIO, CANELONES"
7/7/12 18:20,BICICLETA,44,M,COLISION ENTRE VEHICULOS,CAMIONETA,"SANTA ANA esq. NORBERTO ORTIZ, MONTEVIDEO"
8/7/12 5:15,MOTO,27,M,DESPISTE,,"RUTA 101 KM 24, CANELONES"
8/7/12 7:00,MOTO,22,M,COLISION ENTRE VEHICULOS,CAMION,"RUTA 3 KM 620, ARTIGAS"
8/7/12 20:36,CAMION,32,M,COLISION ENTRE VEHICULOS,CAMIONETA,"AVENIDA DON PEDRO DE MENDOZA esq. NIAGARA, MONTEVIDEO"
9/7/12 0:15,PEATON,64,M,ATROPELLO DE PEATON,AUTO,"RUTA 3 KM. 140500, SAN JOSE"
11/7/12 16:20,MOTO,18,M,COLISION ENTRE VEHICULOS,BICICLETA,"CAMARAS Y LUISA PAZ, CERRO LARGO"
11/7/12 18:45,BICICLETA,66,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA 102 N_ 5710, MONTEVIDEO"
12/7/12 11:20,BICICLETA,64,M,CAIDA,,"LA PAZ Nro. 2149 esq. DOCTOR MARTIN C MARTINEZ, MONTEVIDEO"
12/7/12 14:35,CAMIONETA,23,M,COLISION ENTRE VEHICULOS,CAMION,"RUTA 8 KM. 109 , LAVALLEJA"
13/07/2012 15:35,MOTO,62,F,DESPISTE,,"RUTA 21 KM. 311, SORIANO"
13/07/2012 19:00,AUTO,71,M,DESPISTE,,"FRANCISCO GOMEZ Nro. 919 esq. AMADO NERVO, MONTEVIDEO"
14/07/2012 19:30,PEATON,34,M,ATROPELLO DE PEATON,OMNIBUS,"AVENIDA OCHO DE OCTUBRE esq. FELIPE SANGUINETTI, MONTEVIDEO"
15/07/2012 14:30,CAMIONETA,69,M,COLISION ENTRE VEHICULOS,AUTO,"Ruta Interbalnearia, MALDONADO"
15/07/2012 15:30,AUTO,20,M,COLISION ENTRE VEHICULOS,AUTO,"RAMBLA COSTANERA esq. CALLE 70, CANELONES"
15/07/2012 15:30,AUTO,62,M,COLISION ENTRE VEHICULOS,AUTO,"RAMBLA COSTANERA esq. CALLE 70, CANELONES"
15/07/2012 15:30,AUTO,51,F,COLISION ENTRE VEHICULOS,AUTO,"RAMBLA COSTANERA esq. CALLE 70, CANELONES"
16/07/2012 15:15,PEATON,74,F,ATROPELLO DE PEATON,CAMION,"CAMINO MALDONADO esq. ARIES, MONTEVIDEO"
18/07/2012 17:30,MOTO,51,M,COLISION ENTRE VEHICULOS,MOTO,"BOREAL - DELTA DEL TIGRE, SAN JOSE"
18/07/2012 21:00,MOTO,18,M,COLISION ENTRE VEHICULOS,MOTO,"RUTA 34 VIEJA esq. LOS TILOS, CANELONES"
19/07/2012 12:19,PEATON,79,M,ATROPELLO DE PEATON,MOTO,"AVENIDA JOSE BATLLE Y ORDO„EZ esq. JOSE PEDRO VARELA, MALDONADO"
19/07/2012 18:30,PEATON,73,F,ATROPELLO DE PEATON,MOTO,"AVENIDA DOCTOR CARLOS MARIA RAMIREZ Nro. 802 esq. PEDRO GIRALT, MONTEVIDEO"
22/07/2012 21:55,AUTO,31,F,DESPISTE,,"RUTA 5 KM. 367500, TACUAREMBî"
23/07/2012 19:00,PEATON,58,F,ATROPELLO DE PEATON,MOTO,"MANUEL ORIBE Y JUANA MOYA, ROCHA"
24/07/2012 07:50,PEATON,57,F,ATROPELLO DE PEATON,CAMIONETA,"JUAN MANUEL BLANES senda ESTE, RIVERA"
24/07/2012 08:10,AUTO,36,M,DESPISTE,,"CANELONES esq. CAYETANO GONZALEZ, CANELONES"
24/07/2012 08:10,AUTO,59,M,DESPISTE,,"CANELONES esq. CAYETANO GONZALEZ, CANELONES"
24/07/2012 22:30,CAMIONETA,45,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA 5 KM. 304, TACUAREMBî"
26/07/2012 02:05,MOTO,40,M,CAIDA,,"CAMINO TOMKINSON esq. AVENIDA LUIS BATLLE BERRES, MONTEVIDEO"
27/07/2012 14:30,PEATON,3,F,ATROPELLO DE PEATON,AUTO,"ITUZAINGO, TACUAREMBî"
30/07/2012 08:15,CAMIONETA,69,F,DESPISTE,,"RUTA15 KM 133, ROCHA"
30/07/2012 09:55,PEATON,86,M,ATROPELLO DE PEATON,AUTO,"JOSE ENRIQUE RODO Nro. 2019 esq. ARENAL GRANDE, MONTEVIDEO"
30/07/2012 18:20,MOTO,16,M,COLISION ENTRE VEHICULOS,CAMION,"ZAPICAN esq. CAMINO AL PASO DE LA ARENA, SORIANO"
30/07/2012 20:05,MOTO,18,F,COLISION ENTRE VEHICULOS,CAMION,"PEDRO HORS esq. RUTA 2, SORIANO"
31/07/2012 17:05,BICICLETA,54,M,CAIDA,,"AVENIDA LUIS BATLLE BERRES Nro. 7600 esq. ZANJA REYUNA, MONTEVIDEO"
1/8/12 16:30,PEATON,76,F,ATROPELLO DE PEATON,CAMIONETA,"AVENIDA GENERAL FLORES esq. ROBINSON, MONTEVIDEO"
2/8/12 18:20,PEATON,60,M,ATROPELLO DE PEATON,AUTO,"AVENIDA GENERAL GARIBALDI Nro. 2652 esq. JUAN RAMON GOMEZ, MONTEVIDEO"
4/8/12 10:00,AUTO,31,F,DESPISTE,,"RUTA 4 KM 137, ARTIGAS"
4/8/12 12:30,MOTO,66,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA ONCE KM 118, CANELONES"
5/8/12 22:40,PEATON,43,M,ATROPELLO DE PEATON,CAMION,"RUTA OCHO KM 64, CANELONES"
7/8/12 17:25,MOTO,15,M,COLISION ENTRE VEHICULOS,AUTO,"TIMOTE Nro. 5652 esq. ANAGUALPO, MONTEVIDEO"
7/8/12 18:00,MOTO,Sin Dato,F,COLISION ENTRE VEHICULOS,CAMION,"RUTA 8 KM 31, CANELONES"
7/8/12 18:40,MOTO,70,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA 11 KM. 96, CANELONES"
8/8/12 5:50,AUTO,22,M,DESPISTE,,"RUTA SETENTA Y CUATRO KM 30, CANELONES"
9/8/12 3:45,CAMIONETA,59,M,COLISION CON OBSTACULO,,"RUTA1 Y CON. LOS COLONOS, COLONIA"
13/08/2012 14:50,BICICLETA,73,M,COLISION ENTRE VEHICULOS,CAMIONETA,"RUTA 11 KM 54, SAN JOSE"
13/08/2012 19:10,PEATON,68,M,ATROPELLO DE PEATON,,"CAMINO PETTIROSI Nro. 4401 esq. AVENIDA DON PEDRO DE MENDOZA, MONTEVIDEO"
18/08/2012 19:55,MOTO,40,M,COLISION ENTRE VEHICULOS,CAMIONETA,"RUTA 8 KM 415, CERRO LARGO"
19/08/2012 02:25,MOTO,46,M,COLISION ENTRE VEHICULOS,MOTO,"AVENIDA SALTO esq. MONTEVIDEO, PAYSANDU"
19/08/2012 05:00,MOTO,21,M,CAIDA,,"RUTA 14 KM. 232 , DURAZNO"
19/08/2012 05:00,MOTO,23,M,CAIDA,,"RUTA 14 KM. 233, DURAZNO"
20/08/2012 03:00,CAMIONETA,55,M,DESPISTE,,"RUTA 26 KM. 247, TACUAREMBî"
21/08/2012 11:20,MOTO,65,M,COLISION ENTRE VEHICULOS,CAMION,"TEOFILO COLLAZO esq. ILDEFONSO GARCIA, MONTEVIDEO"
21/08/2012 13:50,MOTO,18,M,COLISION ENTRE VEHICULOS,MOTO,"AV. GUIDO MACHADO Y SERAFIN GARCIA, RIVERA"
22/08/2012 09:30,PEATON,Sin Dato,F,ATROPELLO DE PEATON,MOTO,"HOCQUART Nro. 2169 esq. CABILDO, MONTEVIDEO"
22/08/2012 10:30,MOTO,66,M,COLISION ENTRE VEHICULOS,CAMIONETA,"REPUBLICA ARGENTINA esq. PRESBITERO SOLANO GARCIA, PAYSANDU"
22/08/2012 17:09,PEATON,34,M,ATROPELLO DE PEATON,OMNIBUS,"AVENIDA LUIS BATLLE BERRES Nro. 5051 esq. CA„AS, MONTEVIDEO"
22/08/2012 19:50,AUTO,43,M,COLISION ENTRE VEHICULOS,CAMION,"CON. CERRO EGUZQUIZA FTE. VIVERO, MALDONADO"
23/08/2012 23:55,MOTO,Sin Dato,M,COLISION ENTRE VEHICULOS,MOTO,"RUTA 8 KM. 456 , CERRO LARGO"
24/08/2012 00:00,PEATON,23,M,ATROPELLO DE PEATON,AUTO,"AVENIDA RACINE esq. AMANECER, CANELONES"
24/08/2012 05:20,MOTO,22,F,COLISION ENTRE VEHICULOS,OMNIBUS,"CARRETERA RADIAL A CONCHILLAS, COLONIA"
29/08/2012 09:37,BICICLETA,39,M,COLISION ENTRE VEHICULOS,AUTO,"CAMINO CASAVALLE esq. WALTER SCOTT, MONTEVIDEO"
30/08/2012 21:50,MOTO,37,F,DESPISTE,,"RUTA 11 KM 118, CANELONES"
31/08/2012 17:00,MOTO,21,M,COLISION ENTRE VEHICULOS,MOTO,"BLANDENGUES esq. SAUCE, CANELONES"
1/9/12 23:00,AUTO,48,M,ATROPELLO DE ANIMALES,,"RUTA 57 KM 33, FLORES"
1/9/12 23:15,MOTO,31,M,DESPISTE,,"CAMINO COSMOPOLITA  esq. PEDRO BOUNOUS, COLONIA"
3/9/12 0:30,MOTO,35,M,DESPISTE,,"RUTA 69 KM 30, CANELONES"
5/9/12 2:20,PEATON,19,M,ATROPELLO DE PEATON,CAMION,"RUTA 8 KM. 37, CANELONES"
6/9/12 7:20,MOTO,22,M,COLISION ENTRE VEHICULOS,TREN,"RUTA 80 KM. 87, CANELONES"
6/9/12 11:20,AUTO,75,F,COLISION ENTRE VEHICULOS,CAMIONETA,"BUENOS AIRES Y ROOSELVELT, MALDONADO"
8/9/12 18:00,MOTO,77,M,COLISION ENTRE VEHICULOS,AUTO,"RUTA 3 KM 366, PAYSANDU"
8/9/12 18:20,MOTO,20,M,COLISION ENTRE VEHICULOS,AUTO,"GRITO DE ASENCIO esq. J. ZORRILLA DE SAN MARTIN, COLONIA"
8/9/12 21:30,PEATON,22,M,ATROPELLO DE PEATON,CAMIONETA,"RUTA CIENTOUNO esq. AVENIDA CALCAGNO, CANELONES"
9/9/12 13:30,OMNIBUS,75,F,DESPISTE,,"RUTA 7 KM. 38, CANELONES"
9/9/12 13:30,OMNIBUS,76,F,DESPISTE,,"RUTA 7 KM. 38, CANELONES"
10/9/12 19:35,MOTO,38,M,CAIDA,-,"CAMINO PAGO DE LA PAJA Y CON. EGUZQUIZA, MALDONADO"
11/9/12 12:20,MOTO,20,F,COLISION ENTRE VEHICULOS,CAMION,"CARLOS TELLIER Y GROENLANDIA, MONTEVIDEO"
12/9/12 19:25,PEATON,79,F,ATROPELLO DE PEATON,MOTO,"AV. PARAGUAY Y SANTA ROSA, SALTO"
13/09/2012 07:40,BICICLETA,53,M,COLISION ENTRE VEHICULOS,TREN,"C. CATALOGNE R- esq. T. PE„A, TACUAREMBî"
13/09/2012 13:45,CAMIONETA,63,M,DESPISTE,,"RUTAS 12 Y 60 , LAVALLEJA"
14/09/2012 17:15,PEATON,7,F,ATROPELLO DE PEATON,OMNIBUS,"AVENIDA JOSE BELLONI esq. CAMINO CAPITAN CORALIO LACOSTA, MONTEVIDEO"
14/09/2012 17:15,PEATON,10,F,ATROPELLO DE PEATON,OMNIBUS,"AVENIDA JOSE BELLONI esq. CAMINO CAPITAN CORALIO LACOSTA, MONTEVIDEO"
18/09/2012 19:08,PEATON,79,F,ATROPELLO DE PEATON,CAMIONETA,"DOCTOR EDYE esq. AVENIDA JOAQUIN DE VIANA (EX ARTIGAS), MALDONADO"
20/09/2012 12:15,CAMIONETA,49,M,COLISION ENTRE VEHICULOS,CAMION,"RUTA 5 KM 26, CANELONES"
20/09/2012 18:00,MOTO,16,M,COLISION ENTRE VEHICULOS,MOTO,"BESARES esq. DOCTOR JOSE PEDRO RAMIREZ, MONTEVIDEO"
20/09/2012 19:20,MOTO,26,M,COLISION ENTRE VEHICULOS,CAMION,"RUTA 3 KM 623, ARTIGAS"
22/09/2012 18:00,MOTO,35,M,CAIDA,,"RUTA 7 KM. 123, FLORIDA"
23/09/2012 02:45,AUTO,70,M,DESPISTE,,"J. Curbelo E/karlem y Lazague , COLONIA"
23/09/2012 19:40,MOTO,40,F,ATROPELLO DE ANIMALES,,"RUTA 3 KM 628, ARTIGAS"
24/09/2012 17:50,MOTO,23,M,COLISION ENTRE VEHICULOS,CAMIONETA,"TENIENTE RINALDI esq. ELIAS REGULES --PASO CARRASCO--, CANELONES"
25/09/2012 18:25,BICICLETA,5,M,COLISION ENTRE VEHICULOS,CAMION,"METEORITO esq. CAMINO LA CRUZ DEL SUR, MONTEVIDEO"
26/09/2012 20:30,AUTO,67,M,DESPISTE,-,"RUTA INTERBALNEARIA KM 118, MALDONADO"
27/09/2012 11:30,PEATON,57,F,ATROPELLO DE PEATON,CAMION,"RUTA DE ACCESO esq. CAMAMBU, MONTEVIDEO"
28/09/2012 17:10,AUTO,71,M,DESPISTE,,"RUTA 5 KM 32, CANELONES"
28/09/2012 23:10,MOTO,22,M,CAIDA,,"VEINTICINCO DE MAYO - esq. DOCTOR LUIS ALBERTO DE HERRERA, TACUAREMBî"
29/09/2012 01:30,CAMIONETA,38,M,DESPISTE,," RUTA 6 KM. 84, FLORIDA"
29/09/2012 01:30,CAMIONETA,60,M,DESPISTE,," RUTA 6 KM. 85, FLORIDA"
